[header]
width=36
height=24

[layer]
type=background
data=
46,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,30,30,30,30,30,30,30,30,31,31,31,31,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,34,34,30,30,30,30,30,31,31,30,30,30,30,30,30,30,31,31,31,30,30,
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,34,34,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,30,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,30,34,34,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,30,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,30,34,34,30,30,30,30,30,30,30,30,30,30,30,30,31,30,30,30,30,30,30,
38,38,38,38,38,38,38,38,38,38,38,38,38,38,30,34,34,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,30,30,30,30,
38,38,38,31,31,31,31,31,31,38,38,38,38,38,30,34,34,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,30,30,
30,30,30,31,30,30,30,31,31,31,30,30,30,30,30,34,34,30,30,30,30,30,34,34,30,30,30,30,30,30,30,30,31,31,30,30,
30,30,31,31,30,30,30,31,31,30,30,30,30,30,30,34,34,30,30,30,30,30,34,34,30,30,30,30,30,30,30,30,30,31,30,30,
30,30,30,31,31,30,31,31,30,31,30,30,30,30,30,34,34,30,30,30,30,30,34,34,30,30,30,30,30,30,30,30,30,30,30,30,
30,30,30,30,31,30,31,30,30,31,30,30,30,30,30,34,34,30,30,30,31,30,34,34,34,34,34,34,34,34,34,34,34,30,30,30,
30,30,30,30,31,31,31,31,31,30,30,30,30,30,30,34,34,30,30,30,31,30,34,34,34,34,34,34,34,34,34,34,34,30,30,30,
30,30,31,31,31,31,30,31,31,30,30,30,30,30,30,34,34,30,30,31,31,30,34,34,34,34,34,34,34,34,34,34,34,30,30,30,
30,30,31,30,30,30,30,30,30,30,30,30,30,30,30,34,34,30,31,31,30,30,34,34,30,30,30,30,30,30,30,34,34,30,30,30,
30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,34,30,31,31,30,30,34,34,30,30,30,30,30,30,30,34,34,30,30,30,
30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,34,30,31,31,30,30,34,34,30,30,30,30,30,30,30,34,34,30,30,30,
30,30,30,30,30,30,30,30,30,30,34,34,30,30,30,30,30,30,30,31,30,30,34,34,30,30,30,46,30,30,30,34,34,30,30,30,
30,30,30,30,30,30,30,30,30,30,34,34,30,30,30,30,30,30,30,31,31,30,30,30,30,30,30,30,30,30,30,34,34,30,30,30,
30,30,30,30,30,30,30,30,30,30,34,34,30,30,30,30,30,30,30,31,31,30,30,30,30,30,30,30,30,30,30,34,34,30,30,30,
30,30,30,30,30,30,30,30,30,30,34,34,34,30,30,30,30,30,30,31,30,30,34,34,30,30,30,30,30,30,30,34,34,30,30,30,
30,30,30,30,30,30,30,30,30,30,34,34,34,30,30,30,30,30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,30,30,30,
30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,30,30,30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,30,30,30,
30,30,30,30,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30

[layer]
type=collision
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,
